modele,scenario,temps,variable_1,valeur_1,variable_2,valeur_2,variable_3,valeur_3
germes_reference,alpha_-0.4_J_0.1,2.19,q_configuration,0.016514952095650907,n,0.1773371085713527,,
germes_reference,alpha_-0.4_J_0.1,2.2,q_configuration,0.016445305191868473,n,0.17798178945842935,,
germes_reference,alpha_-0.4_J_0.1,2.21,q_configuration,0.016376057844736353,n,0.1786251822722344,,
germes_reference,alpha_-0.4_J_0.1,2.22,q_configuration,0.016307207265042402,n,0.17926728958634008,,
germes_reference,alpha_-0.4_J_0.1,2.23,q_configuration,0.016238750686137476,n,0.17990811396917644,,
germes_reference,alpha_-0.4_J_0.1,2.24,q_configuration,0.01617068536372936,n,0.1805476579840419,,
germes_reference,alpha_-0.4_J_0.1,2.25,q_configuration,0.01610300857567879,n,0.18118592418911336,,
germes_reference,alpha_-0.4_J_0.1,2.2600000000000002,q_configuration,0.01603571762179755,n,0.1818229151374565,,
germes_reference,alpha_-0.4_J_0.1,2.27,q_configuration,0.015968809823648584,n,0.18245863337703594,,
germes_reference,alpha_-0.4_J_0.1,2.2800000000000002,q_configuration,0.015902282524348183,n,0.1830930814507255,,
germes_reference,alpha_-0.4_J_0.1,2.29,q_configuration,0.015836133088370112,n,0.1837262618963183,,
germes_reference,alpha_-0.4_J_0.1,2.3000000000000003,q_configuration,0.015770358901351752,n,0.18435817724653705,,
germes_reference,alpha_-0.4_J_0.1,2.31,q_configuration,0.015704957369902184,n,0.18498883002904387,,
germes_reference,alpha_-0.4_J_0.1,2.32,q_configuration,0.015639925921412206,n,0.1856182227664508,,
germes_reference,alpha_-0.4_J_0.1,2.33,q_configuration,0.015575262003866266,n,0.18624635797632963,,
germes_reference,alpha_-0.4_J_0.1,2.34,q_configuration,0.015510963085656287,n,0.186873238171222,,
germes_reference,alpha_-0.4_J_0.1,2.35,q_configuration,0.015447026655397352,n,0.1874988658586496,,
germes_reference,alpha_-0.4_J_0.1,2.36,q_configuration,0.015383450221745249,n,0.18812324354112395,,
germes_reference,alpha_-0.4_J_0.1,2.37,q_configuration,0.015320231313215835,n,0.18874637371615663,,
germes_reference,alpha_-0.4_J_0.1,2.38,q_configuration,0.015257367478006224,n,0.18936825887626915,,
germes_reference,alpha_-0.4_J_0.1,2.39,q_configuration,0.015194856283817742,n,0.18998890150900302,,
germes_reference,alpha_-0.4_J_0.1,2.4,q_configuration,0.015132695317680666,n,0.19060830409692958,,
germes_reference,alpha_-0.4_J_0.1,2.41,q_configuration,0.015070882185780718,n,0.19122646911766,,
germes_reference,alpha_-0.4_J_0.1,2.42,q_configuration,0.015009414513287269,n,0.19184339904385517,,
germes_reference,alpha_-0.4_J_0.1,2.43,q_configuration,0.01494828994418327,n,0.19245909634323569,,
germes_reference,alpha_-0.4_J_0.1,2.44,q_configuration,0.014887506141096874,n,0.19307356347859148,,
germes_reference,alpha_-0.4_J_0.1,2.45,q_configuration,0.014827060785134728,n,0.19368680290779197,,
germes_reference,alpha_-0.4_J_0.1,2.46,q_configuration,0.014766951575716922,n,0.19429881708379568,,
germes_reference,alpha_-0.4_J_0.1,2.47,q_configuration,0.01470717623041358,n,0.19490960845466013,,
germes_reference,alpha_-0.4_J_0.1,2.48,q_configuration,0.014647732484783061,n,0.19551917946355157,,
germes_reference,alpha_-0.4_J_0.1,2.49,q_configuration,0.014588618092211776,n,0.19612753254875492,,
germes_reference,alpha_-0.4_J_0.1,2.5,q_configuration,0.014529830823755576,n,0.1967346701436833,,
germes_reference,alpha_-0.4_J_0.1,2.5100000000000002,q_configuration,0.014471368467982722,n,0.19734059467688791,,
germes_reference,alpha_-0.4_J_0.1,2.52,q_configuration,0.01441322883081839,n,0.19794530857206766,,
germes_reference,alpha_-0.4_J_0.1,2.5300000000000002,q_configuration,0.014355409735390722,n,0.198548814248079,,
germes_reference,alpha_-0.4_J_0.1,2.54,q_configuration,0.014297909021878387,n,0.19915111411894532,,
germes_reference,alpha_-0.4_J_0.1,2.5500000000000003,q_configuration,0.01424072454735965,n,0.19975221059386705,,
germes_reference,alpha_-0.4_J_0.1,2.56,q_configuration,0.014183854185662915,n,0.20035210607723078,,
